title,UMAP1,UMAP2
Global distribution of microbial abundance and biomass in subseafloor sediment,1.7328659,7.2609587
Rapid profiling of a microbial genome using mixtures of barcoded oligonucleotides,8.060342,7.3777018
Geomicrobiology: How Molecular-Scale Interactions Underpin Biogeochemical Systems,3.8034177,6.599938
Accurate determination of microbial diversity from 454 pyrosequencing data,7.3622227,9.441282
Global patterns in bacterial diversity,2.26115,7.210049
Update of the All-Species Living Tree Project based on 16S and 23S rRNA sequence analyses,9.738831,7.4041276
BREX is a novel phage resistance system widespread in microbial genomes,2.1218982,1.4301143
Environmental control on anaerobic oxidation of methane in the gassy sediments of Eckernförde Bay (German Baltic),-0.1348325,6.180663
Production and consumption of methane in freshwater lake ecosystems,-0.4638102,5.6089177
Algae Need Their Vitamins,3.9828897,4.719147
A travel guide to Cytoscape plugins,8.348772,7.709836
"Structures, folding patterns, and functions of intramolecular DNA G-quadruplexes found in eukaryotic promoter regions",6.7806726,3.9212692
Present and future global distributions of the marine Cyanobacteria Prochlorococcus and Synechococcus,-1.6877021,6.348681
Quantitative Analysis of Small-Subunit rRNA Genes in Mixed Microbial Populations via 5′-Nuclease Assays,3.5405464,10.328356
Microbial community gene expression in ocean surface waters,2.588568,5.2081604
Metabolic interdependencies between phylogenetically novel fermenters and respiratory organisms in an unconfined aquifer,0.305973,5.3178954
Blast2GO: A Comprehensive Suite for Functional Analysis in Plant Genomics,9.983628,8.271743
"Chemoautotrophy at Deep-Sea Vents: Past, Present, and Future",3.7760968,4.954398
Precise and reliable gene expression via standard transcription and translation initiation elements,8.201135,2.3337598
A guided tour to approximate string matching,7.7006383,7.8862605
Identification and assembly of genomes and genetic elements in complex metagenomic samples without using reference genomes,7.3348923,10.099643
Metagenomic analysis of two enhanced biological phosphorus removal (EBPR) sludge communities,2.4220958,5.5216804
Mixotrophic basis of Atlantic oligotrophic ecosystems,-2.5676422,6.597019
Issues in searching molecular sequence databases,9.428357,7.803258
Ultramicrobacteria: Formation of the concept and contribution of ultramicrobacteria to biology,0.6276339,5.7388496
Determinants of ca2+ permeability in both TM1 and TM2 of high affinity kainate receptor channels: Diversity by RNA editing,6.823812,2.2200954
Resolving the complexity of the human genome using single-molecule sequencing,8.476532,9.267042
Diversity and ecology of psychrophilic microorganisms,3.0395846,6.7047353
New topoisomerase essential for chromosome segregation in E. coli,6.7012887,1.5236505
Molecular Phylogeny of the Animal Kingdom,4.525763,8.588561
Picophytoplankton in Freshwater Ecosystems: The Importance of Small-Sized Phototrophs,-0.7829794,6.8652697
Glutaredoxins: Glutathione-Dependent Redox Enzymes with Functions Far Beyond a Simple Thioredoxin Backup System,-0.2473766,4.882967
Characterization of an Autotrophic Sulfide-Oxidizing Marine Arcobacter sp. That Produces Filamentous Sulfur,-0.6569611,5.534107
Ecological roles of dominant and rare prokaryotes in acid mine drainage revealed by metagenomics and metatranscriptomics,2.2551527,6.242167
"What's New Is Old: Resolving the Identity of Leptothrix ochracea Using Single Cell Genomics, Pyrosequencing and FISH",3.4015722,9.928903
KaKs_Calculator: Calculating Ka and Ks Through Model Selection and Model Averaging,10.452659,6.550227
The SWISS-PROT protein sequence data bank and its supplement TrEMBL in 1999,10.02133,7.243066
Photosynthesis genes in marine viruses yield proteins during host infection,2.221457,2.7715867
The Natural History of Nitrogen Fixation,3.6928937,4.6863437
On the last common ancestor and early evolution of eukaryotes: reconstructing the history of mitochondrial ribosomes,3.9687064,4.6107225
"Nitrososphaera viennensis, an ammonia oxidizing archaeon from soil",0.20537338,5.6184807
"Evolution of function in protein superfamilies, from a structural perspective 1 1Edited by A. R. Fersht",10.405604,6.382692
GUIDE-seq enables genome-wide profiling of off-target cleavage by CRISPR-Cas nucleases,8.405216,10.602654
The 1.2-Megabase Genome Sequence of Mimivirus,2.4005752,1.8278676
Antibiotics in early life alter the murine colonic microbiome and adiposity,-0.9996876,8.875131
"Waste Not, Want Not: Why Rarefying Microbiome Data Is Inadmissible",8.293652,9.848903
Review Lecture - Picoplankton,-0.1918913,6.302571
A general method for polyethylene-glycol-induced genetic transformation of bacteria and yeast,7.340703,1.610211
FUGUE: sequence-structure homology recognition using environment-specific substitution tables and structure-dependent gap penalties11Edited by B. Honig,10.816051,5.2667723
Global-scale processes with a nanoscale drive: the role of marine viruses,5.0660663,5.712452
Adding handles to unhandy substrates: anaerobic hydrocarbon activation mechanisms,-0.1483286,5.0026236
Novel Phycoerythrins in Marine Synechococcus spp.,3.4875162,8.7533655
Novel techniques for analysing microbial diversity in natural and perturbed environments,1.7753588,7.2217255
The RAST Server: Rapid Annotations using Subsystems Technology,9.651718,8.205991
Exhaustive Matching of the Entire Protein Sequence Database,10.582462,6.863175
Consistent effects of nitrogen amendments on soil microbial communities and processes across biomes,-0.0891757,7.5837603
The digital code of DNA,7.0256414,3.9994767
Biogeography and individuality shape function in the human skin metagenome,-0.6715099,10.494978
Phylogeny.fr: robust phylogenetic analysis for the non-specialist,9.721017,8.793005
Next-generation sequencing transforms today's biology,6.70593,5.8689537
Comparative Metagenomics Reveals Host Specific Metavirulomes and Horizontal Gene Transfer Elements in the Chicken Cecum Microbiome,-0.7666721,11.078801
Similar Amino Acid Sequences: Chance or Common Ancestry?,9.749025,6.9647636
"Distribution of aerobic bacteria, protozoa, algae, and fungi in deep subsurface sediments",0.749849,7.4775734
Current and Past Strategies for Bacterial Culture in Clinical Microbiology,5.3127365,6.23425
Recoded organisms engineered to depend on synthetic amino acids,7.768305,2.4281847
Sequencing and Analysis of Neanderthal Genomic DNA,7.7093577,10.249822
Springtime contribution of dinitrogen fixation to primary production across the Mediterranean Sea,-2.5522294,6.6098075
Ten reasons to exclude viruses from the tree of life,2.385771,2.1654043
The ligand-binding domain in metabotropic glutamate receptors is related to bacterial periplasmic binding proteins,9.798248,5.7975383
"Phage shock protein, a stress protein of Escherichia coli.",6.492417,0.6051885
Sampling and pyrosequencing methods for characterizing bacterial communities in the human gut using 16S sequence tags,7.680783,9.839576
Global biogeography of highly diverse protistan communities in soil,2.311274,6.689225
Semi-synthetic artemisinin: a model for the use of synthetic biology in pharmaceutical development,6.321771,5.444295
A conspicuous nickel protein in microbial mats that oxidize methane anaerobically,-0.3850072,5.3208847
Helminth Colonization Is Associated with Increased Diversity of the Gut Microbiota,-0.984995,10.562129
Prolegomena to Future Experimental Efforts on Genetic Code Engineering by Expanding Its Amino Acid Repertoire,7.169422,4.592896
"Secondary structure model for bacterial 16S ribosomal RNA: phylogenetic, enzymatic and chemical evidence",3.4691892,8.903713
A Primer on Metagenomics,7.469101,7.849666
"Modulation of the Escherichia coli σ E (RpoE) heat‐shock transcription‐factor activity by the RseA, RseB and RseC proteins",7.052362,1.9929631
Human Insulin from Recombinant DNA Technology,6.2368536,5.3306313
Cellular interactions: lessons from the nitrogen‐fixing cyanobacteria,-2.1084197,6.4815288
Light-driven ion-translocating rhodopsins in marine bacteria,-0.0170413,5.104536
Specificity of recognition sequence forEscherichia coli primase,5.670394,0.7984615
EVOLUTION AND MEASUREMENT OF SPECIES DIVERSITY,2.2937202,6.783408
Cold-adapted archaea,1.4373109,7.488439
"Purine nucleoside phosphorylases: properties, functions, and clinical aspects",6.9892163,4.3220754
Light-powering Escherichia coli with proteorhodopsin,-0.4716121,5.2659726
The Placenta Harbors a Unique Microbiome,-1.1362476,10.770759
Molecular identification of picoplankton populations in contrasting waters of the Arabian Sea,-2.4170249,6.848672
WebMGA: a customizable web server for fast metagenomic sequence analysis,9.078206,9.623
Bacteria as computers making computers,7.112193,5.632295
An environmental bacterial taxon with a large and distinct metabolic repertoire,2.4247742,4.3953366
Bidirectional Replication of Simian Virus 40 DNA,5.940271,1.114981
Assimilation of methane and inorganic carbon by microbial communities mediating the anaerobic oxidation of methane,-0.5859276,5.481268
Virus World as an Evolutionary Network of Viruses and Capsidless Selfish Elements,2.0897703,1.8292725
The Genome of Deep-Sea Vent Chemolithoautotroph Thiomicrospira crunogena XCL-2,1.8604307,4.262849
"Origins of Prokaryotes, Eukaryotes, Mitochondria, and Chloroplasts",10.1548,6.087554
Characterization of the nisin gene cluster nisABTCIPR of Lactococcus lactis,7.1205187,1.7314155
Involvement of RNA in the Synthesis of Proteins,6.693778,4.0259004
Genome-scale analyses of health-promoting bacteria: probiogenomics,-0.3280757,9.948428
Selectionism and Neutralism in Molecular Evolution,9.954688,6.5494676
Gap costs for multiple sequence alignment,8.679478,9.453548
Worlds within worlds: evolution of the vertebrate gut microbiota,-0.7630135,10.71379
Artificial Polyploidy Improves Bacterial Single Cell Genome Recovery,7.7309566,10.77413
Genomic and functional adaptation in surface ocean planktonic prokaryotes,2.0835238,4.7093167
Plasmid-encoded hygromycin B resistance: the sequence of hygromycin B phosphotransferase gene and its expression in Escherichia coli and Saccharomyces cerevisiae,7.70116,2.2189357
Latitudinal distribution of prokaryotic picoplankton populations in the Atlantic Ocean,0.73176533,7.5859976
"Marine bacterial, archaeal and protistan association networks reveal ecological linkages",1.9533552,6.961101
Synthesis of Methylphosphonic Acid by Marine Microbes: A Source for Methane in the Aerobic Ocean,0.25863606,5.008031
Decontamination of MDA Reagents for Single Cell Whole Genome Amplification,8.493072,10.216141
Classification and functional annotation of eukaryotic protein kinases,5.3130145,1.7752546
"The Genome Sequence of Psychrobacter arcticus 273-4, a Psychroactive Siberian Permafrost Bacterium, Reveals Mechanisms for Adaptation to Low-Temperature Growth",3.1138248,3.7788465
Toward a Census of Bacteria in Soil,6.0355825,9.518764
Essence of life: essential genes of minimal genomes,7.4240403,3.8681638
A theoretical analysis of how strain-specific viruses can control microbial species diversity,1.4037569,3.1793242
Cultivation and Growth Characteristics of a Diverse Group of Oligotrophic Marine Gammaproteobacteria,2.4668076,9.016884
Evolution of genome architecture,3.0307589,3.7491894
Comparative metatranscriptomics reveals kingdom level changes in the rhizosphere microbiome of plants,-0.0737897,7.7289047
Evolution of prokaryotic gene order: genome rearrangements in closely related species,2.796076,3.7513642
Insights into Secondary Metabolism from a Global Analysis of Prokaryotic Biosynthetic Gene Clusters,2.22608,4.2159824
Nitrogen fixation and nitrogenase (nifH) expression in tropical waters of the eastern North Atlantic,-2.5775225,6.839337
A comprehensive set of sequence analysis programs for the VAX,9.716329,8.02518
Co-habiting amphibian species harbor unique skin bacterial communities in wild populations,-1.1500539,10.562744
"Microbial Diversity in Sediments Collected from the Deepest Cold-Seep Area, the Japan Trench",1.8077877,8.431378
Interactome Networks and Human Disease,6.847859,5.312186
The application of two‐dimensional polyacrylamide gel electrophoresis and downstream analyses to a mixed community of prokaryotic microorganisms,7.485404,4.4588075
"Zamilon, a Novel Virophage with Mimiviridae Host Specificity",2.3661664,3.7562637
Dating of the human-ape splitting by a molecular clock of mitochondrial DNA,9.817768,8.143587
Dynamic Gut Microbiome across Life History of the Malaria Mosquito Anopheles gambiae in Kenya,-0.9448071,10.165334
Microbial biodiversity in groundwater ecosystems,3.006856,6.6013527
Filamentous coliphage M13 as a cloning vehicle: insertion of a HindII fragment of the lac regulatory region in M13 replicative form in vitro.,6.226405,1.0429149
Unequal crossing over in the ribosomal DNA of Saccharomyces cerevisiae,6.8901167,1.6085298
Cross-biome metagenomic analyses of soil microbial communities and their functional attributes,2.563453,6.7461753
Phenotypic expression in E. coli of a DNA sequence coding for mouse dihydrofolate reductase,6.0314107,1.1295443
"Structural, Kinetic and Proteomic Characterization of Acetyl Phosphate-Dependent Bacterial Protein Acetylation",9.484185,4.2528677
Ray Meta: scalable de novo metagenome assembly and profiling,9.698389,9.669914
From Enzymatic Adaptation to Allosteric Transitions,5.7128196,5.734024
Composition of the early intestinal microbiota,-0.0983544,9.802864
De novo assembly and genotyping of variants using colored de Bruijn graphs,8.11056,10.40803
Freshwater autotrophic picoplankton: a review,0.0049223,6.9344225
Molecular signatures database (MSigDB) 3.0,10.133954,6.7198286
Searching for Peptide Ligands with an Epitope Library,9.937366,8.313204
Extraordinary expansion of a Sorangium cellulosum genome from an alkaline milieu,2.9155195,3.8346913
Genetic manipulations restored the growth fitness of reduced-genome Escherichia coli,7.2621603,2.5975287
Active partitioning of bacterial plasmids,2.3408003,9.69575
"Distribution, diversity and ecology of aerobic CO-oxidizing bacteria",2.129553,5.086787
The origin of viruses and their possible roles in major evolutionary transitions,2.1465538,1.8872411
Whole genome-based phylogenetic analysis of free-living microorganisms,3.824094,4.782587
Small CRISPR RNAs Guide Antiviral Defense in Prokaryotes,1.8365532,1.4233711
Beyond the genome: community-level analysis of the microbial world,3.9331372,6.622972
Bacterial phylogeny based on 16S and 23S rRNA sequence analysis,9.520388,7.2108436
Metagenomics – the key to the uncultured microbes,4.2294254,6.6027455
Friedrich Miescher and the discovery of DNA,6.5195704,3.774466
Origin and evolution of DNA topoisomerases,5.2883615,1.7467338
Abundance and production of bacteria and viruses in the Bering and Chukchi Seas,-2.4158027,6.7817225
Whole-Genome Comparison of Mycobacterium tuberculosis Clinical and Laboratory Strains,3.8858366,3.215743
Movers and shakers,-0.7825382,10.085666
Microbial interactions: from networks to models,3.1236522,6.7534313
Stable-isotope probing of nucleic acids: a window to the function of uncultured microorganisms,2.755598,6.7600718
RNA sequence analysis using covariance models,10.867001,5.2750664
IMG/M 4 version of the integrated metagenome comparative analysis system,10.060434,7.350342
"Comparative genomics, minimal gene-sets and the last universal common ancestor",4.196466,4.275862
Approaches to semi-synthetic minimal cells: a review,7.0821624,5.318783
Dynamics in microbial communities: unraveling mechanisms to identify principles,2.8367634,6.751542
Thirty-thousand-year-old distant relative of giant icosahedral DNA viruses with a pandoravirus morphology,2.1659758,1.9905428
CUDA compatible GPU cards as efficient hardware accelerators for Smith-Waterman sequence alignment,9.387163,9.967088
Autotrophy as a predominant mode of carbon fixation in anaerobic methane-oxidizing microbial communities,-0.5855308,5.2776866
Predicting the Minimal Translation Apparatus: Lessons from the Reductive Evolution of Mollicutes,7.7716274,2.7061877
Nitrogen fixation by marine cyanobacteria,-2.3623044,6.4133964
Accurate whole human genome sequencing using reversible terminator chemistry,8.196868,9.671013
Cyanophages infecting the oceanic cyanobacterium Prochlorococcus,1.2945852,4.54089
Comparative Analysis of Korean Human Gut Microbiota by Barcoded Pyrosequencing,-1.2342839,10.651812
Terminal labeling and addition of homopolymer tracts to duplex DNA fragments by terminal deoxynudeotidyl transferase,5.923296,0.73400325
Archaea in Organic-Lean and Organic-Rich Marine Subsurface Sediments: An Environmental Gradient Reflected in Distinct Phylogenetic Lineages,1.0486017,7.3470974
Multilocus sequence analysis (MLSA) in prokaryotic taxonomy,5.666045,8.308995
Mix and match: how climate selects phytoplankton,-0.635937,7.8047523
Novel Features of the Polysaccharide-Digesting Gliding Bacterium Flavobacterium johnsoniae as Revealed by Genome Sequence Analysis,3.1328495,3.7426395
A blue-light-activated adenylyl cyclase mediates photoavoidance in Euglena gracilis,5.1529856,1.4854617
Complete genome sequence of the model actinomycete Streptomyces coelicolor A3 (2),3.5002747,3.4987383
Abundance and Distribution of Synechococcus spp. and Cyanophages in the Chesapeake Bay,0.04746569,6.534551
Biosphere frontiers of subsurface life in the sedimented hydrothermal system of Guaymas Basin,0.66071755,6.1425104
Chroococcoid cyanobacteria in the sea: A ubiquitous and diverse phototrophic biomass1,-0.4114264,6.0648685
Human gut microbiota and bifidobacteria: from composition to functionality,-0.9519293,10.765338
Enrichment of microbial community generating electricity using a fuel-cell-type electrochemical cell,-0.0500875,6.623199
"Microbial oceanography: paradigms, processes and promise",4.431062,6.5094333
A gene from the human sex-determining region encodes a protein with homology to a conserved DNA-binding motif,7.952016,2.704835
Feedback between p21 and reactive oxygen production is necessary for cell senescence,-0.9314179,8.319347
Pattern recognition in nucleic acid sequences. I. A general method for finding local homologies and symmetries,10.165435,8.370909
Manipulating replisome dynamics to enhance lambda Red-mediated multiplex genome engineering,7.3419523,1.607932
Translesion DNA Synthesis and Mutagenesis in Prokaryotes,5.48337,1.1979574
Longitudinal analysis of microbial interaction between humans and the indoor environment,2.5046327,7.0943203
Metagenomics and future perspectives in virus discovery,3.0006158,2.136917
Bacterial strain typing in the genomic era,6.6199846,8.398638
Use of phylogenetically based hybridization probes for studies of ruminal microbial ecology,3.6608548,10.600519
The unseen world: reflections on Leeuwenhoek (1677) 'Concerning little animals',6.643182,5.660196
"Three-dimensional analysis of the structure and ecology of a novel, ultra-small archaeon",0.83661884,5.6732097
"Genomic insights to SAR86, an abundant and uncultivated marine bacterial lineage",2.2046666,4.088417
Nonchromosomal Antibiotic Resistance in Bacteria: Genetic Transformation of Escherichia coli by R-Factor DNA,5.580908,2.319916
The fission yeast dis2+ gene required for chromosome disjoining encodes one of two putative type 1 protein phosphatases,6.7620325,1.5691757
Primary structure of the Aequorea victoria green-fluorescent protein,6.0334687,1.3997983
Modeling the distribution of Trichodesmium and nitrogen fixation in the Atlantic Ocean,-2.46785,6.6346765
"Metagenomics: Concept, methodology, ecological inference and recent advances",4.8900404,6.6871843
Seasonal dynamics of picoplankton in shelf waters of the southern Bay of Biscay,-2.30387,6.7733116
A Taxonomy of Bacterial Microcompartment Loci Constructed by a Novel Scoring Method,3.098591,3.814171
"The CRISPR-Cas immune system: Biology, mechanisms and applications",2.6862137,1.9710925
Buffer gradient gels and 35S label as an aid to rapid DNA sequence determination.,8.272123,10.145057
"Microbial and Animal Rhodopsins: Structures, Functions, and Molecular Mechanisms",-2.742527,6.3670125
Cyanobacterial genomics for ecology and biotechnology,3.1142912,4.5278296
The sensitivity of marine N2 fixation to dissolved inorganic nitrogen,-1.9927126,6.364005
Single-Cell Genomics Reveals Organismal Interactions in Uncultivated Marine Protists,3.243141,8.123429
Diversification and spectral tuning in marine proteorhodopsins,1.3317147,5.004618
Expression in Escherichia coli of chemically synthesized genes for human insulin.,7.235423,1.7483861
Propionibacterium acnes Strain Populations in the Human Skin Microbiome Associated with Acne,-1.1837685,10.48124
Rare De Novo Variants Associated with Autism Implicate a Large Functional Network of Genes Involved in Formation and Function of Synapses,7.700689,2.8377717
Molecular genetic analysis of a dimethylsulfoniopropionate lyase that liberates the climate‐changing gas dimethylsulfide in several marine α‐proteobacteria and Rhodobacter sphaeroides,6.192082,1.805405
Planktonic Microbes in the Gulf of Maine Area,0.22371992,6.3814716
Only six kingdoms of life,2.8298786,8.370174
Circular polymerase extension cloning for high-throughput cloning of complex and combinatorial DNA libraries,8.399336,9.589739
Evolutionary potential of marine phytoplankton under ocean acidification,-0.6199388,7.852178
SWISS‐MODEL and the Swiss‐Pdb Viewer: An environment for comparative protein modeling,10.835294,5.258461
SAR11 marine bacteria require exogenous reduced sulphur for growth,0.4532422,4.971312
"Short-term observations of marine bacterial and viral communities: patterns, connections and resilience",0.04171978,7.4840856
The identification of microorganisms by fluorescence in situ hybridisation,3.8760574,10.51227
CRISPR/Cas9: a molecular Swiss army knife for simultaneous introduction of multiple genetic modifications in Saccharomyces cerevisiae,8.1874485,7.6109824
The Dynamics of the Human Infant Gut Microbiome in Development and in Progression toward Type 1 Diabetes,-0.9232848,10.211935
ExaML version 3: a tool for phylogenomic analyses on supercomputers,9.517563,8.153938
Human gut microbiome: the second genome of human body,-1.1622252,10.838884
"Marine T4-type bacteriophages, a ubiquitous component of the dark matter of the biosphere",0.9798275,2.8479772
Microbiota of Human Breast Tissue,-1.0620576,10.360369
An atypical topoisomerase II from archaea with implications for meiotic recombination,9.7073,6.400102
Deletional bias and the evolution of bacterial genomes,7.1535172,2.6391842
Characterization of the 18S rRNA Gene for Designing Universal Eukaryote Specific Primers,7.2256503,10.073902
A new type V toxin-antitoxin system where mRNA for toxin GhoT is cleaved by antitoxin GhoS,5.0295773,0.6537465
RETRACTED: Bacterial persistence by RNA endonucleases,6.6282086,1.7694132
Expression patterns reveal niche diversification in a marine microbial assemblage,1.4453328,6.311304
Exploring Microbial Diversity and Taxonomy Using SSU rRNA Hypervariable Tag Sequencing,6.543614,9.847033
ENZYMATIC SYNTHESIS OF DEOXYRIBONUCLEIC ACID. V. CHEMICAL COMPOSITION OF ENZYMATICALLY SYNTHESIZED DEOXYRIBONUCLEIC ACID,7.437924,4.7235723
Classification and identification of bacteria: current approaches to an old problem. Overview of methods used in bacterial systematics,5.8727055,7.283232
The give-and-take of DNA: horizontal gene transfer in plants,4.580149,4.5766125
Metagenomic study of the oral microbiota by Illumina high-throughput sequencing,7.6723742,9.844139
Surface proteins and the pathogenic potential of Listeria monocytogenes,3.1039069,3.44879
Interpreting the universal phylogenetic tree,4.1063337,4.8457837
Direct counts of viruses in natural waters and laboratory cultures by epifluorescence microscopy,3.1232598,11.009561
Microbes and the Marine Phosphorus Cycle,-2.5212252,6.3773756
Implications of streamlining theory for microbial ecology,2.520096,4.346845
Lineages of Acidophilic Archaea Revealed by Community Genomic Analysis,3.201849,9.132934
Functional cartography of complex metabolic networks,4.2877398,6.617568
Metagenomic analysis of the microbial community associated with the coral Porites astreoides,1.0299107,5.9053435
Total bacterial diversity in soil and sediment communities—A review,1.4724878,7.3514357
"High-throughput bacterial genome sequencing: an embarrassment of choice, a world of opportunity",7.678638,7.783669
Ecology of uncultured Prochlorococcus clades revealed through single-cell genomics and biogeographic analysis,1.592439,4.4762855
Trends between gene content and genome size in prokaryotic species with larger genomes,2.551718,3.9304452
Functional equivalence and evolutionary convergence in complex communities of microbial sponge symbionts,3.418763,5.6772265
Complete cloning of the duchenne muscular dystrophy (DMD) cDNA and preliminary genomic organization of the DMD gene in normal and affected individuals,5.9977803,10.030693
Pyrosequencing reveals highly diverse and species-specific microbial communities in sponges from the Red Sea,1.2199252,7.5063605
"Aminoacyl-tRNA Synthetases, the Genetic Code, and the Evolutionary Process",4.2273197,4.722979
Hydrothermal Vent Clam and Tube Worm 13 C/ 12 C: Further Evidence of Nonphotosynthetic Food Sources,-0.1734916,6.0904193
"Mycoplasmas, plants, insect vectors: a matrimonial triangle",5.344986,2.576243
Mx protein: Constitutive expression in 3T3 cells transformed with cloned Mx cDNA confers selective resistance to influenza virus,7.20383,2.587706
Detection and Phylogenetic Analysis of Novel Crenarchaeote and Euryarchaeote 16S Ribosomal RNA Gene Sequences from a Great Barrier Reef Sponge,1.982122,8.559017
Bacterial Diversity in Human Subgingival Plaque,2.9161923,9.305206
Resourceful heterotrophs make the most of light in the coastal ocean,-0.6723862,5.6183424
Strengths and Limitations of 16S rRNA Gene Amplicon Sequencing in Revealing Temporal Microbial Community Dynamics,2.4655411,7.20815
Aphotic N2 Fixation in the Eastern Tropical South Pacific Ocean,-1.631997,6.254674
Bacteriophage resistance mechanisms,1.8225805,1.6214175
Diagnosis of chronic myeloid and acute lymphocytic leukemias by detection of leukemia-specific mRNA sequences amplified in vitro.,8.39652,9.127298
"Viromes, Not Gene Markers, for Studying Double-Stranded DNA Virus Communities",1.6188233,2.6172462
Fluorescence in situ hybridization (FISH) for direct visualization of microorganisms,3.9273643,10.479451
The yeast genome project: what did we learn?,7.2766676,4.3513665
Rate and molecular spectrum of spontaneous mutations in the bacterium Escherichia coli as determined by whole-genome sequencing,6.9440846,1.6573344
FXR is a molecular target for the effects of vertical sleeve gastrectomy,-0.9036541,8.258262
REVERSAL OF MUTANT PHENOTYPES BY 5-FLUOROURACID: AN APPROACH TO NUCLEOTIDE SEQUENCES IN MESSENGER-RNA,6.8163323,1.0661503
The Marine Microbial Eukaryote Transcriptome Sequencing Project (MMETSP) : Illuminating the Functional Diversity of Eukaryotic Life in the Oceans through Transcriptome Sequencing,3.0353613,6.110239
Phytoplankton in the ocean use non-phosphorus lipids in response to phosphorus scarcity,-1.5529348,6.1731105
"Relationships Between Genomic G+C Content, RNA Secondary Structures, and Optimal Growth Temperature in Prokaryotes",6.642593,1.4692824
Diphytanyl and Dibiphytanyl Glycerol Ether Lipids of Methanogenic Archaebacteria,3.918972,8.674305
Proteomics of organelles and large cellular structures,8.193974,4.924801
Molecular diversity and ecology of microbial plankton,2.870255,6.146764
Current View on Phytoplasma Genomes and Encoded Metabolism,3.426532,3.3153977
Ribosomal RNA sequence suggests microsporidia are extremely ancient eukaryotes,3.2135217,8.6302
Estimating prokaryotic diversity and its limits,2.2773042,6.7274423
Genetic Regulation: The Lac Control Region,6.8445816,1.5157164
"Biogeochemistry and biodiversity of methane cycling in subsurface marine sediments (Skagerrak, Denmark)",-0.0563398,6.2097464
A Genome-Scale Metabolic Model of Arabidopsis and Some of Its Properties,5.243388,1.4048609
Distribution of chromosome length variation in natural isolates of Escherichia coli,6.3027053,0.6978671
Synthetic biology: applications come of age,6.505569,5.609896
Archaeal habitats — from the extreme to the ordinary,1.2661628,7.681525
"Diversity, Physiology, and Niche Differentiation of Ammonia-Oxidizing Archaea",0.52472013,5.693726
The pig gut microbial diversity: Understanding the pig gut microbial ecology through the next generation high throughput sequencing,-0.2261684,10.06893
Environmental Shotgun Sequencing: Its Potential and Challenges for Studying the Hidden World of Microbes,4.9412136,6.4270825
"The genome, proteome and phylogenetic analysis of Sinorhizobium meliloti phage ΦM12, the founder of a new group of T4-superfamily phages",2.0808508,3.4583342
Metagenomics: microbial diversity through a scratched lens,6.7740726,9.341563
Carbon cycling at ancient methane–seeps,-0.381229,5.7714677
Bayesian inference of ancient human demography from individual genome sequences,7.641825,10.331587
"Toxicology and genetic toxicology in the new era of ""toxicogenomics"": impact of ""-omics"" technologies",7.017641,5.051713
Symbiosis and Insect Diversification: an Ancient Symbiont of Sap-Feeding Insects from the Bacterial Phylum Bacteroidetes,4.126115,5.021655
Cloning of Large Segments of Exogenous DNA into Yeast by Means of Artificial Chromosome Vectors,8.404394,9.10977
Characterisation of terrestrial acidophilic archaeal ammonia oxidisers and their inhibition and stimulation by organic compounds,0.6624386,5.8081975
Microbial diversity and the genetic nature of microbial species,5.2940025,7.411088
MOSAIK: A Hash-Based Algorithm for Accurate Next-Generation Sequencing Short-Read Mapping,9.044689,9.815036
Fluorescence staining and flow cytometry for monitoring microbial cells,3.8839233,10.468329
The Chlamydomonas Genome Reveals the Evolution of Key Animal and Plant Functions,3.7170732,4.438345
Genomic understanding of dinoflagellates,2.934716,3.8603382
Comparative genomics defines the core genome of the growing N4-like phage genus and identifies N4-like Roseophage specific genes,2.399128,3.6788068
Human infection by genetically diverse SIVSM-related HIV-2 in West Africa,3.114054,9.268937
Circular Polymerase Extension Cloning of Complex Gene Libraries and Pathways,8.026875,9.21887
Organization and segregation of bacterial chromosomes,6.563656,3.8395019
Substrate-Controlled Succession of Marine Bacterioplankton Populations Induced by a Phytoplankton Bloom,0.8614856,7.3685203
Rapid Evolution of RNA Genomes,6.9001746,1.8918679
A feeling for the numbers in biology,6.265609,5.199689
Use of SYBR Green I for rapid epifluorescence counts of marine viruses and bacteria,3.270396,11.075974
Nitrogenase Gene Amplicons from Global Marine Surface Waters Are Dominated by Genes of Non-Cyanobacteria,-2.3420427,7.056784
The KA-2 subunit of excitatory amino acid receptors shows widespread expression in brain and forms ion channels with distantly related subunits,6.2996883,2.4312644
Applications of next-generation sequencing technologies in functional genomics,6.6184278,5.0743814
"Significant N2 fixation by heterotrophs, photoheterotrophs and heterocystous cyanobacteria in two temperate estuaries",-1.6896113,6.3811264
Excess Membrane Synthesis Drives a Primitive Mode of Cell Proliferation,5.1899786,1.2503221
Archaea — timeline of the third domain,4.667183,5.1113873
Metagenomic signatures of the Peru Margin subseafloor biosphere show a genetically distinct environment,1.5472121,7.5472636
Bacterial diversity within the human subgingival crevice,2.9818828,9.237208
"Horizontal Transfer, Not Duplication, Drives the Expansion of Protein Families in Prokaryotes",3.0554662,3.8935938
High-quality draft assemblies of mammalian genomes from massively parallel sequence data,8.510147,10.16877
Toxic Picoplanktonic Cyanobacteria—Review,5.074211,5.6338215
High-throughput single-cell sequencing identifies photoheterotrophs and chemoautotrophs in freshwater bacterioplankton,1.622896,4.784733
Activity of abundant and rare bacteria in a coastal ocean,1.8564866,7.5001726
